image_name,group_id,y_coord,x_coord,fold,y_true,y_pred,y_prob,correct
O013490.npz,2,3,181,1,1,0,0.16832250335929103,0
O013490.npz,2,3,182,1,1,0,0.12327328387138949,0
O013490.npz,2,3,183,1,1,0,0.054627478159989126,0
O013490.npz,2,3,184,1,1,0,0.020839494395992555,0
O013490.npz,2,3,185,1,1,0,0.06584956932629314,0
O013490.npz,2,3,186,1,1,0,0.1355909097620938,0
O013490.npz,2,3,187,1,1,0,0.4910113839036242,0
O013490.npz,2,3,200,1,1,0,0.38849471717715245,0
O013490.npz,2,3,209,1,1,0,0.24340295162684714,0
O013490.npz,2,3,210,1,1,0,0.04549642448093158,0
O013490.npz,2,3,211,1,1,0,0.183794178760507,0
O013490.npz,2,3,242,1,0,1,0.7725112086889712,0
O013490.npz,2,3,245,1,0,1,0.5694788212126491,0
O013490.npz,2,3,246,1,0,1,0.9853271108234862,0
O013490.npz,2,3,247,1,0,1,0.9794863727423007,0
O013490.npz,2,3,248,1,0,1,0.9814453174365785,0
O013490.npz,2,3,249,1,0,1,0.985955966092713,0
O013490.npz,2,3,250,1,0,1,0.9825161319711682,0
O013490.npz,2,3,251,1,0,1,0.9887899947206742,0
O013490.npz,2,3,252,1,0,1,0.9476370703242974,0
O013490.npz,2,3,253,1,0,1,0.936466403380585,0
O013490.npz,2,3,254,1,0,1,0.9211083510995086,0
O013490.npz,2,3,255,1,0,1,0.9158228981984771,0
O013490.npz,2,3,256,1,0,1,0.9587453287407238,0
O013490.npz,2,3,257,1,0,1,0.9777646007659075,0
O013490.npz,2,3,258,1,0,1,0.9763621972088925,0
O013490.npz,2,3,259,1,0,1,0.9723583046103644,0
O013490.npz,2,3,260,1,0,1,0.9781434603715802,0
O013490.npz,2,3,261,1,0,1,0.9431415916701826,0
O013490.npz,2,3,262,1,0,1,0.7723675224493737,0
O013490.npz,2,3,263,1,0,1,0.8560369208263557,0
O013490.npz,2,3,264,1,0,1,0.9281633456076858,0
O013490.npz,2,3,265,1,0,1,0.7697415108980741,0
O013490.npz,2,3,266,1,0,1,0.8157137701911406,0
O013490.npz,2,3,267,1,0,1,0.7960390665425243,0
O013490.npz,2,3,271,1,0,1,0.9339337446916546,0
O013490.npz,2,3,272,1,0,1,0.8967666355100881,0
O013490.npz,2,3,273,1,0,1,0.8473805165084457,0
O013490.npz,2,3,274,1,0,1,0.9137872205383574,0
O013490.npz,2,3,275,1,0,1,0.9440198197410005,0
O013490.npz,2,3,276,1,0,1,0.9435914571866291,0
O013490.npz,2,3,277,1,0,1,0.8725405966097305,0
O013490.npz,2,3,278,1,0,1,0.9542229201821678,0
O013490.npz,2,3,279,1,0,1,0.9559440972257263,0
O013490.npz,2,3,280,1,0,1,0.9365704141172888,0
O013490.npz,2,3,281,1,0,1,0.9688894598881767,0
O013490.npz,2,3,282,1,0,1,0.970719957127056,0
O013490.npz,2,3,283,1,0,1,0.9191374870761542,0
O013490.npz,2,3,284,1,0,1,0.8680785893764099,0
O013490.npz,2,3,285,1,0,1,0.8277679301415217,0
O013490.npz,2,3,286,1,0,1,0.7946231248835621,0
O013490.npz,2,3,287,1,0,1,0.829450253950849,0
O013490.npz,2,3,288,1,0,1,0.8178193800989317,0
O013490.npz,2,3,289,1,0,1,0.8445818198996886,0
O013490.npz,2,3,290,1,0,1,0.8674749380562006,0
O013490.npz,2,3,291,1,0,1,0.8545194936871712,0
O013490.npz,2,3,292,1,0,1,0.9456284945628953,0
O013490.npz,2,3,293,1,0,1,0.945222307321994,0
O013490.npz,2,3,294,1,0,1,0.9152197744914383,0
O013490.npz,2,3,295,1,0,1,0.885197977044684,0
O013490.npz,2,3,296,1,0,1,0.8555717587859646,0
O013490.npz,2,3,297,1,0,1,0.8667780337728587,0
O013490.npz,2,3,298,1,0,1,0.8907800013483297,0
O013490.npz,2,3,299,1,0,1,0.8644690475275002,0
O013490.npz,2,3,300,1,0,1,0.8225330468567519,0
O013490.npz,2,3,301,1,0,1,0.7719309413091913,0
O013490.npz,2,3,302,1,0,1,0.5987849851704741,0
O013490.npz,2,3,304,1,0,1,0.6187681584516077,0
O013490.npz,2,3,305,1,0,1,0.5829276409465031,0
O013490.npz,2,3,306,1,0,1,0.7841052664933716,0
O013490.npz,2,3,307,1,0,1,0.8380687387119078,0
O013490.npz,2,3,308,1,0,1,0.7401807758333843,0
O013490.npz,2,3,309,1,0,1,0.6720978488423869,0
O013490.npz,2,3,354,1,0,1,0.8698199678437137,0
O013490.npz,2,3,355,1,0,1,0.7812739584810763,0
O013490.npz,2,3,356,1,0,1,0.8591743092363869,0
O013490.npz,2,3,357,1,0,1,0.7651726425938854,0
O013490.npz,2,3,358,1,0,1,0.845286246697304,0
O013490.npz,2,3,359,1,0,1,0.9224005541195921,0
O013490.npz,2,3,360,1,0,1,0.9447932682472098,0
O013490.npz,2,3,361,1,0,1,0.9726890967492893,0
O013490.npz,2,3,362,1,0,1,0.9709969412139016,0
O013490.npz,2,3,363,1,0,1,0.9646777389946346,0
O013490.npz,2,3,364,1,0,1,0.659159199567554,0
O013490.npz,2,3,365,1,0,1,0.7516961557421011,0
O013490.npz,2,3,366,1,0,1,0.832607309327567,0
O013490.npz,2,3,367,1,0,1,0.9179129332735534,0
O013490.npz,2,4,83,1,1,0,0.3477795240399294,0
O013490.npz,2,4,84,1,1,0,0.24539247264138347,0
O013490.npz,2,4,85,1,1,0,0.09083896427252502,0
O013490.npz,2,4,86,1,1,0,0.06928770621270854,0
O013490.npz,2,4,87,1,1,0,0.4588475183893479,0
O013490.npz,2,4,91,1,1,0,0.2743125383514561,0
O013490.npz,2,4,92,1,1,0,0.24424506998234966,0
O013490.npz,2,4,93,1,1,0,0.19158383827319883,0
O013490.npz,2,4,94,1,1,0,0.4498225647515676,0
O013490.npz,2,4,101,1,1,0,0.1535998072270428,0
O013490.npz,2,4,102,1,1,0,0.30727333466461554,0
O013490.npz,2,4,103,1,1,0,0.48011687517394197,0
O013490.npz,2,4,104,1,1,0,0.4675889251899591,0
O013490.npz,2,4,128,1,1,0,0.05969479118637248,0
O013490.npz,2,4,129,1,1,0,0.019166782927786355,0
O013490.npz,2,4,130,1,1,0,0.011870578375481477,0
O013490.npz,2,4,131,1,1,0,0.027615056123100466,0
O013490.npz,2,4,132,1,1,0,0.025794383109145575,0
O013490.npz,2,4,133,1,1,0,0.026516891696804414,0
O013490.npz,2,4,134,1,1,0,0.02403135251751674,0
O013490.npz,2,4,135,1,1,0,0.03282721015160803,0
O013490.npz,2,4,136,1,1,0,0.017952827809706775,0
O013490.npz,2,4,137,1,1,0,0.01542731077408592,0
O013490.npz,2,4,138,1,1,0,0.04169439048897515,0
O013490.npz,2,4,139,1,1,0,0.04205422281405644,0
O013490.npz,2,4,140,1,1,0,0.04198508443902211,0
O013490.npz,2,4,141,1,1,0,0.013413453083941715,0
O013490.npz,2,4,142,1,1,0,0.013269205753961079,0
O013490.npz,2,4,143,1,1,0,0.1609921734303906,0
O013490.npz,2,4,144,1,1,0,0.24687416821087582,0
O013490.npz,2,4,169,1,1,0,0.27101534938536964,0
O013490.npz,2,4,170,1,1,0,0.30878931585200353,0
O013490.npz,2,4,171,1,1,0,0.38330724786574605,0
O013490.npz,2,4,178,1,1,0,0.2939008063192159,0
O013490.npz,2,4,179,1,1,0,0.12696615909000603,0
O013490.npz,2,4,180,1,1,0,0.0586140522015564,0
O013490.npz,2,4,181,1,1,0,0.03851041967274563,0
O013490.npz,2,4,182,1,1,0,0.07117291776140308,0
O013490.npz,2,4,183,1,1,0,0.05343063561066834,0
O013490.npz,2,4,184,1,1,0,0.08690004384784686,0
O013490.npz,2,4,185,1,1,0,0.15658876531471952,0
O013490.npz,2,4,186,1,1,0,0.4575533519326095,0
O013490.npz,2,4,199,1,1,0,0.4887743335986882,0
O013490.npz,2,4,210,1,1,0,0.18107360382496515,0
O013490.npz,2,4,242,1,0,1,0.8246734184918144,0
O013490.npz,2,4,246,1,0,1,0.9870791067493836,0
O013490.npz,2,4,247,1,0,1,0.9806923398256562,0
O013490.npz,2,4,248,1,0,1,0.9791654499958294,0
O013490.npz,2,4,249,1,0,1,0.9913037070473822,0
O013490.npz,2,4,250,1,0,1,0.9920085598073097,0
O013490.npz,2,4,251,1,0,1,0.9534483303213753,0
O013490.npz,2,4,252,1,0,1,0.9165299062230016,0
O013490.npz,2,4,253,1,0,1,0.9354165163815765,0
O013490.npz,2,4,254,1,0,1,0.9346627018779506,0
O013490.npz,2,4,255,1,0,1,0.9642892695752414,0
O013490.npz,2,4,256,1,0,1,0.9870951892361195,0
O013490.npz,2,4,257,1,0,1,0.9846701516824625,0
O013490.npz,2,4,258,1,0,1,0.9804872512807727,0
O013490.npz,2,4,259,1,0,1,0.9835787549680581,0
O013490.npz,2,4,260,1,0,1,0.9761101103513302,0
O013490.npz,2,4,261,1,0,1,0.9318258785441547,0
O013490.npz,2,4,262,1,0,1,0.8261752243221595,0
O013490.npz,2,4,263,1,0,1,0.8460103935941626,0
O013490.npz,2,4,264,1,0,1,0.9276362372287146,0
O013490.npz,2,4,265,1,0,1,0.8450636636293102,0
O013490.npz,2,4,266,1,0,1,0.805562469399046,0
O013490.npz,2,4,267,1,0,1,0.744616803639144,0
O013490.npz,2,4,270,1,0,1,0.5990338634175345,0
O013490.npz,2,4,271,1,0,1,0.8115989019750409,0
O013490.npz,2,4,272,1,0,1,0.8396025472366385,0
O013490.npz,2,4,273,1,0,1,0.8702508202155375,0
O013490.npz,2,4,274,1,0,1,0.9182853593513806,0
O013490.npz,2,4,275,1,0,1,0.9265277561101068,0
O013490.npz,2,4,276,1,0,1,0.9052013702955309,0
O013490.npz,2,4,277,1,0,1,0.8372157759759973,0
O013490.npz,2,4,278,1,0,1,0.9445028274533938,0
O013490.npz,2,4,279,1,0,1,0.9627603471266309,0
O013490.npz,2,4,280,1,0,1,0.8831184268099022,0
O013490.npz,2,4,281,1,0,1,0.8311917132676553,0
O013490.npz,2,4,282,1,0,1,0.8382979248891067,0
O013490.npz,2,4,283,1,0,1,0.8690309245518646,0
O013490.npz,2,4,284,1,0,1,0.9409914012586127,0
O013490.npz,2,4,285,1,0,1,0.9687940001266706,0
O013490.npz,2,4,286,1,0,1,0.9396400470006568,0
O013490.npz,2,4,287,1,0,1,0.8290658988951696,0
O013490.npz,2,4,288,1,0,1,0.8269275173187044,0
O013490.npz,2,4,289,1,0,1,0.9191656150197062,0
O013490.npz,2,4,290,1,0,1,0.8979621258348797,0
O013490.npz,2,4,291,1,0,1,0.9367338717026669,0
O013490.npz,2,4,292,1,0,1,0.9154678974786361,0
O013490.npz,2,4,293,1,0,1,0.8452060070746394,0
O013490.npz,2,4,294,1,0,1,0.865449309518268,0
O013490.npz,2,4,295,1,0,1,0.918522343825754,0
O013490.npz,2,4,296,1,0,1,0.8667196435463616,0
O013490.npz,2,4,297,1,0,1,0.8230091995822877,0
O013490.npz,2,4,298,1,0,1,0.9317752817162793,0
O013490.npz,2,4,299,1,0,1,0.9128390499263078,0
O013490.npz,2,4,300,1,0,1,0.8809161331912325,0
O013490.npz,2,4,301,1,0,1,0.7711037911837185,0
O013490.npz,2,4,303,1,0,1,0.564121849400207,0
O013490.npz,2,4,304,1,0,1,0.6915037076772229,0
O013490.npz,2,4,305,1,0,1,0.7020442417036271,0
O013490.npz,2,4,306,1,0,1,0.5789506247986319,0
O013490.npz,2,4,307,1,0,1,0.7363533567142186,0
O013490.npz,2,4,309,1,0,1,0.5653901901338253,0
O013490.npz,2,4,312,1,0,1,0.7017400372835237,0
O013490.npz,2,4,354,1,0,1,0.8622869790469769,0
O013490.npz,2,4,355,1,0,1,0.7677071046112347,0
O013490.npz,2,4,356,1,0,1,0.8703372106553112,0
O013490.npz,2,4,357,1,0,1,0.9637184972518531,0
O013490.npz,2,4,358,1,0,1,0.9670515146531466,0
O013490.npz,2,4,359,1,0,1,0.9669963773986149,0
O013490.npz,2,4,360,1,0,1,0.9593957122409535,0
O013490.npz,2,4,361,1,0,1,0.9804757602733274,0
O013490.npz,2,4,362,1,0,1,0.9785040877722805,0
O013490.npz,2,4,363,1,0,1,0.9764916696015141,0
O013490.npz,2,4,364,1,0,1,0.7105795128472683,0
O013490.npz,2,4,365,1,0,1,0.795020710409705,0
O013490.npz,2,4,366,1,0,1,0.8312205365284416,0
O013490.npz,2,4,367,1,0,1,0.9109502551169104,0
O013490.npz,2,5,83,1,1,0,0.2686353269429993,0
O013490.npz,2,5,84,1,1,0,0.0777229695283051,0
O013490.npz,2,5,85,1,1,0,0.04693717586148805,0
O013490.npz,2,5,86,1,1,0,0.013797967284734997,0
O013490.npz,2,5,87,1,1,0,0.1855900467784355,0
O013490.npz,2,5,91,1,1,0,0.4120350837330122,0
O013490.npz,2,5,102,1,1,0,0.3123419032124909,0
O013490.npz,2,5,103,1,1,0,0.40910269432807245,0
O013490.npz,2,5,104,1,1,0,0.4374927204298165,0
O013490.npz,2,5,105,1,1,0,0.30146198863836254,0
O013490.npz,2,5,106,1,1,0,0.16398364877239488,0
O013490.npz,2,5,128,1,1,0,0.11271409876075131,0
O013490.npz,2,5,129,1,1,0,0.02494772190422643,0
O013490.npz,2,5,130,1,1,0,0.021945594938747988,0
O013490.npz,2,5,131,1,1,0,0.04615080561603579,0
O013490.npz,2,5,132,1,1,0,0.04276295695500229,0
O013490.npz,2,5,133,1,1,0,0.032170774493203054,0
O013490.npz,2,5,134,1,1,0,0.029690729942950213,0
O013490.npz,2,5,135,1,1,0,0.03267377864188267,0
O013490.npz,2,5,136,1,1,0,0.035827815081769195,0
O013490.npz,2,5,137,1,1,0,0.03761090740885308,0
O013490.npz,2,5,138,1,1,0,0.10537126750359985,0
O013490.npz,2,5,139,1,1,0,0.20942246144587975,0
O013490.npz,2,5,140,1,1,0,0.09692409024250245,0
O013490.npz,2,5,141,1,1,0,0.0235664679506402,0
O013490.npz,2,5,142,1,1,0,0.012401720648496187,0
O013490.npz,2,5,143,1,1,0,0.19204755425958644,0
O013490.npz,2,5,169,1,1,0,0.49507771797329647,0
O013490.npz,2,5,178,1,1,0,0.27442539295048235,0
O013490.npz,2,5,179,1,1,0,0.09617931818936858,0
O013490.npz,2,5,180,1,1,0,0.02549154031563009,0
O013490.npz,2,5,181,1,1,0,0.06696047517050552,0
O013490.npz,2,5,182,1,1,0,0.15267733015677615,0
O013490.npz,2,5,183,1,1,0,0.26297649302257303,0
O013490.npz,2,5,184,1,1,0,0.461416308301978,0
O013490.npz,2,5,210,1,1,0,0.2055939262267993,0
O013490.npz,2,5,242,1,0,1,0.7652026456207435,0
O013490.npz,2,5,243,1,0,1,0.8755392773965988,0
O013490.npz,2,5,244,1,0,1,0.6634901645439588,0
O013490.npz,2,5,245,1,0,1,0.9157360107388818,0
O013490.npz,2,5,246,1,0,1,0.9864357947485086,0
O013490.npz,2,5,247,1,0,1,0.9576113801139811,0
O013490.npz,2,5,248,1,0,1,0.9703219009607951,0
O013490.npz,2,5,249,1,0,1,0.9917926412352643,0
O013490.npz,2,5,250,1,0,1,0.9890079636866592,0
O013490.npz,2,5,251,1,0,1,0.9588372603866832,0
O013490.npz,2,5,252,1,0,1,0.9441774497740576,0
O013490.npz,2,5,253,1,0,1,0.9431509442281356,0
O013490.npz,2,5,254,1,0,1,0.9579810210741809,0
O013490.npz,2,5,255,1,0,1,0.9579927829948057,0
O013490.npz,2,5,256,1,0,1,0.9904156284350623,0
O013490.npz,2,5,257,1,0,1,0.9833626064516833,0
O013490.npz,2,5,258,1,0,1,0.9688237323144192,0
O013490.npz,2,5,259,1,0,1,0.9617855787807675,0
O013490.npz,2,5,260,1,0,1,0.9381328226684964,0
O013490.npz,2,5,261,1,0,1,0.9884068388251593,0
O013490.npz,2,5,262,1,0,1,0.8782564743976601,0
O013490.npz,2,5,263,1,0,1,0.9500686374851595,0
O013490.npz,2,5,264,1,0,1,0.9353441976916111,0
O013490.npz,2,5,265,1,0,1,0.8567623162931906,0
O013490.npz,2,5,266,1,0,1,0.8318243057060153,0
O013490.npz,2,5,267,1,0,1,0.8057963504190068,0
O013490.npz,2,5,269,1,0,1,0.501511400817971,0
O013490.npz,2,5,270,1,0,1,0.7780534624514893,0
O013490.npz,2,5,271,1,0,1,0.6787137790312424,0
O013490.npz,2,5,272,1,0,1,0.7370314224443726,0
O013490.npz,2,5,273,1,0,1,0.7955239444554147,0
O013490.npz,2,5,274,1,0,1,0.9589317527896506,0
O013490.npz,2,5,275,1,0,1,0.9786223621668464,0
O013490.npz,2,5,276,1,0,1,0.8636671938588107,0
O013490.npz,2,5,277,1,0,1,0.7960768174272657,0
O013490.npz,2,5,278,1,0,1,0.8341020770805816,0
O013490.npz,2,5,279,1,0,1,0.9045279659490324,0
O013490.npz,2,5,280,1,0,1,0.8807385053588179,0
O013490.npz,2,5,281,1,0,1,0.886649499373045,0
O013490.npz,2,5,282,1,0,1,0.7607721510835618,0
O013490.npz,2,5,283,1,0,1,0.7672880147712633,0
O013490.npz,2,5,284,1,0,1,0.7947705257290377,0
O013490.npz,2,5,285,1,0,1,0.8403045825025499,0
O013490.npz,2,5,286,1,0,1,0.8995151017994815,0
O013490.npz,2,5,287,1,0,1,0.9040304255933651,0
O013490.npz,2,5,288,1,0,1,0.8208012287912756,0
O013490.npz,2,5,289,1,0,1,0.9097982958274605,0
O013490.npz,2,5,290,1,0,1,0.9097780810589995,0
O013490.npz,2,5,291,1,0,1,0.8242859386517164,0
O013490.npz,2,5,292,1,0,1,0.8106857669289524,0
O013490.npz,2,5,293,1,0,1,0.8308339724003071,0
O013490.npz,2,5,294,1,0,1,0.8017278755246763,0
O013490.npz,2,5,295,1,0,1,0.7191715192241428,0
O013490.npz,2,5,296,1,0,1,0.6803077009142455,0
O013490.npz,2,5,297,1,0,1,0.7937844901071539,0
O013490.npz,2,5,298,1,0,1,0.946819647858318,0
O013490.npz,2,5,299,1,0,1,0.9699765164623138,0
O013490.npz,2,5,300,1,0,1,0.9342636665518872,0
O013490.npz,2,5,301,1,0,1,0.7536007017248701,0
O013490.npz,2,5,303,1,0,1,0.5926324928521127,0
O013490.npz,2,5,304,1,0,1,0.7096157165295742,0
O013490.npz,2,5,305,1,0,1,0.649578008964613,0
O013490.npz,2,5,306,1,0,1,0.6582906971508194,0
O013490.npz,2,5,307,1,0,1,0.7001380379089973,0
O013490.npz,2,5,308,1,0,1,0.8693047606984258,0
O013490.npz,2,5,309,1,0,1,0.5757607185284087,0
O013490.npz,2,5,312,1,0,1,0.6718226722804744,0
